word_id,xhosa,infinitive,is_plural
1147,abakhuluwa,,true
1148,usibali,,false
1149,oosibali,,true
1150,taste,ukuva,false
1151,krimi,,false
1152,zuba,,false
1153,maruni,,false
1154,mpemvu,,false
1155,silivere,,false
1156,mthubi,,false
1157,tyheli,,false
1158,amendu,,false
1159,inyaniso,,false
1160,ubuxoki,,false
1161,deka,ukudeka,false
1162,lubhelu,,false
1163,isidlo sangokuhlwa,,false
1164,isidlo sangokuhlwa,,false
1165,isidlo sasemini,,false
1166,inyoka,,false
1167,iinyoka,,true
1168,izidlo,,true
1169,isidlo,,false
1170,isidlo sakusasa,,false
1171,bi,,false
1172,hle,,false
1173,umlilo,,false
1174,imililo,,true
1175,iziko,,false
1176,ucingo,,false
1177,ucango,,false
1178,iingcango,,true
1179,iingcingo,,true
1180,amaziko,,true
1181,umbindi,,false
1182,imibindi,,true
1183,ubugcisa,,false
1184,ipresha yegazi,,false
1185,ihayihayi,,false
1186,intsholongwane,,false
1187,iintsholongwane,,true
1188,ikhadi,,false
1189,amakhadi,,true
1190,ingcali,,false
1191,iingcali,,true
1192,isithende,,false
1193,izithende,,true
1194,isitshisa,,false
1195,isiquluba,,false
1196,iziquluba,,true
1197,isihlahla,,false
1198,izihlahla,,true
1199,isigulo,,false
1200,izigulo,,true
1201,isigulana sangaphandle,,false
1202,izigulana zangaphandle,,true
1203,isifo,,false
1204,isifuba,,false
1205,izifuba,,true
1206,izifo,,true
1207,isifo seswekile,,false
1208,isichaphuchaphu,,false
1209,isidumbu,,false
1210,izidumbu,,true
1211,isibindi,,false
1212,izibindi,,true
1213,ingxelo,,false
1214,iingxelo,,true
1215,ingqele,,false
1216,iinkqubo,,true
1217,irumathizima,,false
1218,iintlobontlobo,,true
1219,igaraji,,false
1220,iigaraji,,true
1221,igumbi lokulala,,false
1222,amagumbi okulala,,true
1223,igumbi lokutyela,,false
1224,amagumbi okutyela,,true
1225,igumbi lokuhlala,,false
1226,amagumbi okuhlala,,true
1227,amagumbi okuphumla,,true
1228,igumbi lokuphumla,,false
1229,iheke,,false
1230,iiheke,,true
1231,icawe,,false
1232,iicawe,,true
1233,nyuka,ukunyuka,false
1234,iwodi,,false
1235,amawodi,,true
1236,isigulo sengqondo,,false
1237,isifo sezibeleko,,false
1238,into yokurhaba,,false
1239,izinto zokurhaba,,true
1240,ugqirha wamazinyo,,false
1241,oogqirha bamazinyo,,true
1242,ubunzima,,false
1243,nangona,,false
1244,umeyitroni,,false
1245,oomeyitroni,,true
1246,umbefu,,false
1247,ukhohlokhohlo,,false
1248,umhlaza,,false
1249,intlekele,,false
1250,ubushushu,,false
1251,njengesiqhelo,,false
1252,ivirasi,,false
1253,iivirasi,,true
1254,iintsholongwane,,true
1255,ihleza,,false
1256,amahleza,,true
1257,bhengeza,ukubhengeza,false
1258,idywantsi,,false
1259,amadywantsi,,true
1260,imizimba,,true
1261,isinyi,,false
1262,izinyi,,true
1263,umkhulane,,false
1264,imiphunga,,true
1265,umphunga,,false
1266,iphiko,,false
1267,amaphiko,,true
1268,iphika,,false
1269,ipaseji,,false
1270,iipaseji,,true
1271,umongikazi,,false
1272,oomongikazi,,true
1273,imiqala,,true
1274,umxube,,false
1275,imixube,,true
1276,golide,,false
1277,unontlalontle,,false
1278,oonontlalontle,,true
1279,unikezelo lwegazi,,false
1280,iminxeba,,true
1281,iintlekele,,true
1282,isango,,false
1283,amasango,,true
1284,inkaba,,false
1285,iinkaba,,true
1286,isifo uGawulayo,,false
1287,isingxungxo,,false
1288,izingxungxo,,true
1289,iintlugu,,true
1290,isitephu,,false
1291,izitephu,,true
1292,iimbuso,,true
1293,uphawu,,false
1294,iimpawu,,true
1295,uqwilikane,,false
1296,uqhaqho,,false
1297,iiqhaqho,,true
1298,umkhenkce,,false
1299,imikhenkce,,true
1300,itshati,,false
1301,iitshati,,true
1302,iinaliti,,true
1303,inaliti,,false
1304,iyeza,,false
1305,iinyango,,true
1306,ithatha,,false
1307,amathatha,,true
1308,udonga,,false
1309,iindonga,,true
1310,amayeza,,true
1311,aphuka,ukwaphuka,false
1312,aphula,ukwaphula,false
1313,ithumbu,,false
1314,amathumbu,,true
1315,ubucopho,,false
1316,umgangatho,,false
1317,qinisekisa,ukuqinisekisa,false
1318,thwala,ukuthwala,false
1319,ibhodi,,false
1320,iibhodi,,true
1321,phumelela,ukuphumelela,false
1322,phuma,ukuphuma,false
1323,icandelo,,false
1324,amacandelo,,true
1325,itafile,,false
1326,iitafile,,true
1327,inkqubo,,false
1328,iinkqubo,,true
1329,fumaneka,ukufumaneka,false
1330,utitshala,,false
1331,ootitshala,,true
1332,bethwa,ukubethwa,false
1333,guga,ukuguga,false
1334,umntu,,false
1335,abantu,,true
1336,unyango,,false
1337,unobangela,,false
1338,oonobangela,,true
1339,ilizwi,,false
1340,amazwi,,true
1341,azisa,ukwazisa,false
1342,isimilo,,true
1343,iintliziyo,,true
1344,ipati,,false
1345,iipati,,true
1346,itheko,,false
1347,amatheko,,true
1348,xabana,ukuxabana,false
1349,ubuxoki,,false
1350,linda,ukulinda,false
1351,amacala,,true
1352,ipilisi,,false
1353,iipilisi,,true
1354,intso,,false
1355,izintso,,true
1356,injeke,,false
1357,iinjeke,,true
1358,irhorho,,false
1359,amarhorho,,true
1360,uzwane,,false
1361,iinzwane,,true
1362,isifo sokuwa,,false
1363,isikhohlela,,false
1364,isikhohlela,,false
1365,olula,ukolula,false
1366,intsimbi,,false
1367,iintsimbi,,true
1368,khala,ukukhala,false
1369,khalisa,ukukhalisa,false
1370,intsimbi,,false
1371,izikhova,,true
1372,isikhova,,false
1373,isenzi,,false
1374,izenzi,,true
1375,indlovu,,false
1376,iindlovu,,true
1377,ufudo,,false
1378,iimfudo,,true
1379,impuku,,false
1380,iimpuku,,true
1381,imbangi,,false
1382,iimbangi,,true
1383,inxeba,,false
1384,iinxeba,,true
1385,isinqe,,false
1386,izinqe,,true
1387,ubambo,,false
1388,iimbambo,,false
1389,isihlunu,,false
1390,izihlunu,,true
1391,ngelishwa,,false
1392,zimisela,ukuzimisela,false
1393,wander,ukuzula,false
1394,shusha,ukushusha,false
1395,qaqamba,ukuqaqamba,false
1396,qaqamba,ukuqaqamba,false
1397,phuza,ukuphuza,false
1398,ngqisha,ukungqisha,false
1399,luma,ukuluma,false
1400,khusela,ukukhusela,false
1401,khulula,ukukhulula,false
1402,krwempa,ukukrwempa,false
1403,hlaba,ukuhlaba,false
1404,cwangcisa,ukucwangcisa,false
1405,bulisa,ukubulisa,false
1406,nqaba,ukunqaba,false
1407,cela,ukucela,false
1408,onqena,ukonqena,false
1409,umnyango,,false
1410,isiphambuka,,false
